slug,rating,roaster,name,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,cost_per_12_ounces_usd
https://www.coffeereview.com/review/rwanda-reverb/,91,Three Keys Coffee,Rwanda Reverb,"Houston, Texas","Northern Province, Gakenke District, Ruli, Rwanda",Medium-Light,$20.00/12 ounces,September 2023,57/75,8.0,9.0,8.0,8.0,8.0,"Lively, fruit- and spice-toned. Persimmon, black cherry, cinnamon, violet, cedar in aroma and cup. Brightly sweet-tart structure with lightly satiny mouthfeel. Finish reminiscent of baking spices with black cherry undertones.","Produced by smallholding farmers of the Dukundekawa Women's Cooperative, and processed by the traditional washed method (fruit skin and pulp removed before drying). Certifications: Fair Trade USA; Rainforest Alliance Organic. Founded in 2019, Three Keys is a craft coffee roastery in Houston, Texas. The company name is inspired by the valves of the trumpet, which has been the instrument of choice for some of the most influential jazz musicians and composers. Three Keys says its coffees “speak a language that’s sophisticated yet accessible to everyone who’s willing to slow down and share a cup.” Visit www.threekeyscoffee.com for more information.","A sweetly spice-toned Rwanda cup with penetrating, yet balanced, acidity.Explore Similar CoffeesClick here for more reviews from Three Keys CoffeeClick here for more information about coffees from Rwanda ",20.0
https://www.coffeereview.com/review/organic-guatemala-tojquia/,91,Wonderstate Coffee,Organic Guatemala Tojquia,"Viroqua, Wisconsin","Todos Santos Cuchumatan, Huehuetenango, Guatemala",Medium-Light,$23.00/12 ounces,September 2023,62/77,8.0,8.0,9.0,8.0,8.0,"Sweetly nutty. Almond, green grape, star anise, caramel, buttered toast in aroma and cup. Gentle, balanced acidity; very syrupy mouthfeel. Green grape and caramel notes are front and venter in the crisp finish.","Produced by Porfirio Velasquez, from trees of the Bourbon, Caturra and Sarchimor varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Certifications: FLOCERT. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and operating the country’s first 100% solar-powered roastery. Visit wonderstate.com for more information.","A familiar, pleasing cup: caramelly and nut-toned, complicated by star anise tones.Explore Similar CoffeesClick here for more reviews from Wonderstate CoffeeClick here for more information about coffees from Guatemala ",23.0
https://www.coffeereview.com/review/organic-fair-trade-ethiopia-sidamo/,90,Red Rock Coffee Roasters,Organic/Fair Trade Ethiopia Sidamo,"Albuquerque, New Mexico","Sidamo growing region, south-central Ethiopia",Medium-Light,$15.75/12 ounces,September 2023,57/74,8.0,8.0,8.0,8.0,8.0,"Delicately sweet, berry-toned. Strawberry, honey roasted nuts, Ruby Port, balsa in aroma and cup. Sweetly brisk acidity; velvety mouthfee. Long, crisp finish with lingering berry and nut tones.   ","Produced by smallholding farmers, from heirloom varieties of Arabica long grown in the region, and processed by the natural method (dried in the whole fruit). Certifications: USDA Organic; Fair Trade USA. Red Rock Roasters was founded in Albuquerque, New Mexico in 1993 in a family barn and remains family-owned and focused on quality and freshness. Visit www.redrockroasters.com or call 800-873-9793 for more information.","A pretty, nimble natural-processed Ethiopia with hints of dessert wine as a subtle throughline.Explore Similar CoffeesClick here for more reviews from Red Rock Coffee RoastersClick here for more information about coffees from Ethiopia ",15.75
https://www.coffeereview.com/review/sumatra-highlands/,87,Colectivo Coffee,Sumatra Highlands,"Milwaukee, Wisconsin","Aceh Province, Gayo Highlands, Sumatra, Indonesia",Medium-Light,$16.95/12 ounces,September 2023,55/76,7.0,7.0,8.0,8.0,7.0,"Deep-toned, straightforward and savory-leaning. Fresh humus, cocoa powder, gardenia extract, pecan, fir in aroma and cup. Savory, low-toned acidity; crisply satiny mouthfeel. Gently drying finish centered around notes of fresh humus, pecan and fir.","Produced by smallholding members of the Koperasi Ketiara Cooperative, a longtime origin partner of Colectivo. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” Certifications: USDA Organic; Fair Trade International. Colectivo Coffee, founded in 1993, is a Milwaukee-based specialty roaster with 20 cafes in Milwaukee, Madison, and Chicago. Visit www.colectivocoffee.com for more information.","This Sumatra displays the origin’s characteristically earthy notes — sweetly savory, low-toned and deep.Explore Similar CoffeesClick here for more reviews from Colectivo CoffeeClick here for more information about coffees from Sumatra ",16.95
https://www.coffeereview.com/review/colombia-el-premio-de-timana/,85,Allegro Coffee Roasters,Colombia El Premio de Timana,"Thornton, Colorado",Colombia,Medium-Light,$11.99/12 ounces,September 2023,60/66,7.0,7.0,7.0,7.0,7.0,"Muted, crisply chocolaty. Baking chocolate, graphite, cashew, lily, brown sugar in aroma and cup. Sharp acidity; light-bodied mouthfeel. Finish consolidates to notes of graphite and brown sugar.","Purchased at an Oakland, California Whole Foods Market. Certifications: Fair Trade USA; Non-GMO. Processed by the traditional washed method (fruit skin and pulp removed before drying). Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country’s largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.",A sweet but thin washed Colombia cup with muted notes of baking chocolate and cashew with savory undertones.Explore Similar CoffeesClick here for more reviews from Allegro Coffee RoastersClick here for more information about coffees from Colombia ,11.99
https://www.coffeereview.com/review/organic-fair-trade-shade-grown-ethiopia/,83,Trader Joe's,Organic Fair Trade Shade Grown Ethiopia,"Monrovia, California",Ethiopia,Medium,$9.99/12-ounce can,September 2023,45/63,7.0,6.0,7.0,7.0,6.0,"Staunchly dark roasted, somewhat smoky. Carob, walnut, scorched fir, lily, stale raisin in aroma and cup. Harsh acidity; thin mouthfeel. Ashy finish with only slight sweetness.","Purchased at a Trader Joe’s market in Alameda, California. Processed by the traditional washed method (fruit skin and pulp removed before drying). Certified USDA Organic and Fair Trade USA. Trader Joe’s is a discount gourmet and natural foods supermarket chain with 457 stores in more than 20 states. Visit www.traderjoes.com for more information.","A smoky-sweet, unintegrated darker-roasted Ethiopia with notes of carob and scorched wood.Explore Similar CoffeesClick here for more reviews from Trader Joe'sClick here for more information about coffees from Ethiopia ",9.99
https://www.coffeereview.com/review/hometown-blend-city-roast/,82,Whole Foods Market,Hometown Blend City Roast,"Austin, Texas",Colombia,Medium,$16.64/24 ounces,September 2023,49/69,6.0,6.0,6.0,7.0,7.0,"Simple, sweet, lean. Salted caramel, wheat toast, green bean, vanilla extract, plywood in aroma and cup. Flat acidity; rough mouthfeel. Sweet-savory finish with notes of salted caramel and green bean.","Purchased at a Whole Foods Market in Oakland, California. Certifications: Fair Trade USA; Non-GMO. Whole Foods Market is a retail grocer currently owned by Amazon with more than 500 stores in North America and the UK. Visit www.wholefoodsmarket.com.","An uninspired, savory-leaning Colombia with offputting vegetal notes and muted sweetness.Explore Similar CoffeesClick here for more reviews from Whole Foods Market ",8.32
https://www.coffeereview.com/review/honduras-la-lesquinada/,93,Temple Coffee,Honduras La Lesquiñada,"Sacramento, California","Corquin, Honduras",Medium-Light,$22.00/12 ounces,September 2023,58/75,9.0,8.0,9.0,9.0,8.0,"Plushly nut-toned, richly aromatic. Hazelnut butter, date, maple syrup, pink grapefruit zest, hint of bay leaf in aroma and cup. Balanced, even-keeled acidity; crisp, satiny-smooth mouthfeel. Hazelnut notes foreground the gentle finish.","Produced by Sergio and Walter Romero of La Lesquiñada Farm, entirely of the Parainema variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Distinct hazelnut notes are front and center in this Honduras Parainema cup supported by citrus zest and sweet herbs.Explore Similar CoffeesClick here for more reviews from Temple CoffeeClick here for more information about coffees from HondurasVisit Temple Coffee ,22.0
https://www.coffeereview.com/review/costa-rica-san-ramon-yeast-washed/,94,Kafe Coffee Roastery,Costa Rica San Ramon Yeast Washed,"Zhubei, Taiwan","Tarrazu, Costa Rica",Light,NT $330/8 ounces,September 2023,63/79,9.0,9.0,9.0,9.0,8.0,"Delicately sweet, floral-toned. Narcissus, almond, bergamot, cherry, cedar in aroma and cup. Bright, juicy acidity; syrupy-smooth mouthfeel. Floral, nut-toned finish. ","Produced at Finca San Ramon, from trees of the Caturra and Catuai varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying) with the addition of yeasts to the fermentation process. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information. ","A confident, multi-layered Costa Rica cup driven by spice-toned floral notes, stone fruit and bittersweet citrus.Explore Similar CoffeesClick here for more reviews from Kafe Coffee RoasteryClick here for more information about coffees from Costa RicaVisit Kafe Coffee Roastery ",15.84
https://www.coffeereview.com/review/dr-congo-muungnano-natural-single-origin-espresso/,92,Temple Coffee,DR Congo Muungnano Natural Single-Origin Espresso,"Sacramento, California","South Kivu, Democratic Republic of the Congo",Medium-Light,$22.50/12 ounces,September 2023,54/70,8.0,,8.0,9.0,8.0,"Evaluated as espresso. Very fruit-sweet, spice-toned. Mulberry, clove, cocoa powder, almond, daffodil in aroma and small cup. Lightly satiny mouthfeel; fruity, spice-toned finish.","Produced by smallholding farmers of the Muungano Cooperative, entirely of the Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","An exceptionally sweet, fruit-driven DR Congo roasted for espresso with dark berry and baking spices as aroma and flavor anchors.Explore Similar CoffeesClick here for more reviews from Temple CoffeeVisit Temple Coffee ",22.5
https://www.coffeereview.com/review/vanilla-cocoa-2-0-espresso/,92,Kafe Coffee Roastery,Vanilla Cocoa 2.0 Espresso,"Zhubei, Taiwan",Guatemala; Indonesia; Ethiopia,Medium-Light,NT $450/16 ounces,September 2023,58/74,8.0,,8.0,9.0,8.0,"Evaluated as espresso. Crisply chocolaty, fruit-toned. Baking chocolate, raspberry, Graham cracker, orange zest, fir in aroma and small cup. Velvety-smooth mouthfeel; chocolaty finish with undertones of orange zest. In three parts milk, baking chocolate presides, supported by notes of Graham cracker and fir.","A blend of coffees from Costa Rica, Indonesia and Ethiopia, roasted for espresso applications. Kafe Coffee Roastery is a specialty roaster based in Zhubei, Taiwan. Visit shopee.tw/zengkaochen for more information. ",A chocolate-driven espresso with berry notes throughout the straight shot and in cappuccino format — sweetly tart and framed by rich aromatic wood.Explore Similar CoffeesClick here for more reviews from Kafe Coffee RoasteryVisit Kafe Coffee Roastery ,10.8
https://www.coffeereview.com/review/hawaii-island-blend-espresso/,94,Paradise Roasters,Hawai’i Island Blend Espresso,"Hilo, Hawaii","Ka‘ū and Kona growing regions, Big Island of Hawai’i",Medium-Light,$20.00/4 ounces,September 2023,52/70,9.0,,9.0,9.0,8.0,"Evaluated as espresso. Balanced, chocolaty, and richly fruit-forward. Dried pineapple, dark chocolate, hazelnut brittle, magnolia, tangerine zest in aroma and small cup. Creamy mouthfeel; crisply chocolaty finish with tropical fruit undertones. In three parts milk, dark chocolate predominates, supported by tangerine zest and pineapple notes.","A blend of coffees, both natural-processed and washed, from multiple farms in Ka‘ū and Kona, including Typica, Bourbon, Red Catuai, K7 and Maragogype varieties of Arabica. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 763-433-0626 for more information.","A richly chocolaty, deeply fruity, tropical-leaning, flavor-saturated Hawai’i espresso.Explore Similar CoffeesClick here for more reviews from Paradise RoastersVisit Paradise Roasters ",60.0
https://www.coffeereview.com/review/brazil-vila-boa-anaerobic-natural/,92,Pinup Coffee Co.,Brazil Vila Boa Anaerobic Natural,"Virginia Beach, Virginia","Carmo de Mata, Campo das Vertentes, Minas Gerais, Brazil",Medium-Light,$16.50/12 ounces,September 2023,52/70,9.0,8.0,8.0,9.0,8.0,"Fruity, sweetly tart. Fruit Loops, pomegranate juice, cashew, lemon verbena, cedar in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Quietly fruit-forward, crisply nutty finish.","Produced by Monica Borges de Sousa of Fazenda Vila Boa, entirely of the Yellow Bourbon variety of Arabica, and processed by the anaerobic natural method, in which the whole fruit is fermented in an oxygen-free environment before drying. Rainforest Alliance-certified. Virginia-based specialty roaster Pinup Coffee Co. focuses on affordable, accessible and carefully roasted coffees from all over the world. Visit www.pinupcoffeeco.com for more information.","A subtle anaerobic natural Brazil with complex fruit, richly sweet nut tones and delicate herb notes throughout.Explore Similar CoffeesClick here for more reviews from Pinup Coffee Co.Click here for more information about coffees from Brazil ",16.5
https://www.coffeereview.com/review/african-romance-blend/,93,Coffeebox Coffee,African Romance Blend,"Taipei, Taiwan",Ethiopia; Kenya; Brazil,Medium-Light,NT $440/454 grams,September 2023,54/72,9.0,8.0,9.0,9.0,8.0,"Crisply sweet-savory. Toffee, pomegranate, cedar, hazelnut, candied violet in aroma and cup. Richly bittersweet structure with brisk acidity; syrupy-smooth mouthfeel. The crisp finish consolidates to notes of pomegranate and hazelnut.","A blend of three coffees: a washed Ethiopia, a washed Kenya and a natural-processed Brazil. CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information.","A richly aromatic, flavor-laden blend with notes of tart fruit and sweet florals, balanced by rich nut and aromatic wood tones.Explore Similar CoffeesClick here for more reviews from Coffeebox CoffeeVisit Coffeebox Coffee ",10.55
https://www.coffeereview.com/review/geisha-yirgacheffe-blend/,93,Coffeebox Coffee,Geisha & Yirgacheffe Blend,"Taipei, Taiwan",Colombia; Ethiopia,Light,NT $380/227 grams,September 2023,65/82,9.0,9.0,8.0,9.0,8.0,"Floral-driven, crisply bright. Lilac, apricot, cocoa nib, tangerine zest, maple syrup in aroma and cup. Sweetly tart structure with high-toned acidity; lightly satiny mouthfeel. The finish leads with notes of lilac and apricot with undertones of cocoa nib.","A blend of coffees from Colombia and Ethiopia, both processed by the washed method (fruit skin and pulp removed before drying). CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information.","A balanced, sweetly-tart Colombia-Ethiopia blend with sweet floral and bright stone fruit notes.Explore Similar CoffeesClick here for more reviews from Coffeebox CoffeeVisit Coffeebox Coffee ",18.22
https://www.coffeereview.com/review/ecuador-robusta-lactic-natural/,92,Paradise Roasters,Ecuador Robusta Lactic Natural,"Hilo, Hawaii","Santa Elena Province, Ecuador",Medium-Light,$29.00/12 ounces,September 2023,54/72,8.0,8.0,9.0,9.0,8.0,"Complex, multi-layered. Pomegranate, red wine barrel, rhododendron, kefir, kumquat in aroma and cup. Brisk acidity; full, syrupy-smooth mouthfeel. Finish leads with notes of wine barrel and kefir. ","Produced by Denise Bustamonte, entirely of the Robusta species, and processed by the anaerobic natural method, in which the whole fruit is fermented in tanks with limited oxygen before drying, also in the whole fruit. In this case, lactic acid was added to the fermentation step. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 763-433-0626 for more information.","An anaerobic natural Ecuador characterized by tart fruit, sweet floral and rich bittersweet citrus notes — intentional sweet ferment adds depth and complexity.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from EcuadorVisit Paradise Roasters ",29.0
https://www.coffeereview.com/review/tailwind-medium-dark-blend/,90,Pinup Coffee Co.,Tailwind Medium-Dark Blend,"Virginia Beach, Virginia",Brazil; Ethiopia; Colombia,Medium,$16.00/12 ounces,September 2023,46/65,8.0,8.0,9.0,8.0,7.0,"Sweetly roast-rounded. Cocoa powder, gently scorched oak, gardenia, raisin, vanilla bean in aroma and cup. Gentle, round acidity; full, creamy mouthfeel. Gently drying finish with notes of cocoa powder and scorched oak.","A blend of coffees from Brazil, Ethiopia and Colombia. Virginia-based specialty roaster Pinup Coffee Co. focuses on affordable, accessible and carefully roasted coffees from all over the world. Visit www.pinupcoffeeco.com for more information.","A darker-roasted blend for those who like full-bodied, slightly roasty profiles, and a good choice if you add milk to your cup.Explore Similar CoffeesClick here for more reviews from Pinup Coffee Co. ",16.0
https://www.coffeereview.com/review/cold-brew-blend/,90,Pinup Coffee Co.,Cold Brew Blend,"Virginia Beach, Virginia",Not disclosed,Medium,$17.00/12 ounces,September 2023,50/64,8.0,,8.0,8.0,7.0,"Brewed in a Toddy Small-Batch Artisan Brewer and evaluated chilled. Rich-toned, chocolaty. Dark chocolate syrup, dried plum, lily, almond brittle, gently scorched cedar in aroma and cup. Crisp, viscous mouthfeel; crisply chocolaty finish with undertones of smoky cedar. With milk, chocolate-saturated, complicated by scorched cedar and fried plum notes.","A whole-bean coffee sourced and roasted for cold brewing at home. For this review brewed at the Coffee Review lab using the Toddy Small-Batch Artisan Brewer (45 g. coffee to 500 ml. water, 24-hour soak) and tested chilled, but without ice. Virginia-based specialty roaster Pinup Coffee Co. focuses on affordable, accessible and carefully roasted coffees from all over the world. Visit www.pinupcoffeeco.com for more information.","A rich-toned blend roasted for homemade cold brew, especially appealing in milk.Explore Similar CoffeesClick here for more reviews from Pinup Coffee Co. ",17.0
https://www.coffeereview.com/review/big-mouth-frog-blend/,90,Coffeebox Coffee,Big Mouth Frog Blend,"Taipei, Taiwan",Colombia; Ethiopia; Brazil,Medium,NT $420/454 grams,September 2023,46/60,8.0,8.0,9.0,8.0,7.0,"Crisp, chocolaty, sweetly nut-toned. Baking chocolate, hazelnut, rhododendron, date, gently scorched fir in aroma and cup. Gentle, round acidity; full, creamy mouthfeel. Gently drying, nut-toned, wood-framed finish. ","A blend of three coffees: a washed Colombia, a washed Ethiopia and a natural-processed Brazil. CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information.","A chocolaty, richly nut-toned, accessible blend with hints of appealing roast-rounded smokiness.Explore Similar CoffeesClick here for more reviews from Coffeebox CoffeeVisit Coffeebox Coffee ",10.07
https://www.coffeereview.com/review/kenya-washed-kiambu-windrush-aa/,96,Kakalove Cafe,Kenya Washed Kiambu Windrush AA,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,NT $340/8 ounces,August 2023,57/77,9.0,9.0,9.0,10.0,9.0,"Richly sweet-savory, deep-toned. Ripe tomato, cocoa nib, black currant, bay leaf, pink grapefruit zest in aroma and cup. High-toned, juicy acidity; very full, syrupy mouthfeel. Resonant finish that carries over all the aromas and flavors of the cup.","This exceptional coffee was selected as the No. 12 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced at Windrush Estate, entirely of the SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An exhilarating, umami-driven Kenya cup with classic notes of ripe tomato, cocoa nib and sweet citrus, complicated by complex sweet herb notes.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from KenyaVisit Kakalove Cafe ",16.32
https://www.coffeereview.com/review/guatemala-el-amate-maragogype/,94,Big Shoulders Coffee,Guatemala El Amate Maragogype,"Chicago, Illinois","El Aguacatal, Hoja Blanca, Cuilco, Huehuetenango, Guatemala",Medium-Light,$27.00/12 ounces,August 2023,60/76,9.0,9.0,9.0,9.0,8.0,"Complexly fruity, cocoa-toned. Boysenberry, pomelo, cocoa nib, cedar, frankincense in aroma and cup. Sweet-tart acidity; full, creamy mouthfeel. Deeply fruity finish with cocoa nib undertones.","Produced by Petronilo Martinez and his son Petronilo Jesus, entirely of the Maragoype variety of Arabica, and processed by the natural method (dried in the whole fruit). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.","It’s unusual to find a natural-processed Maragoype, and this Guatemala is a fruit bomb restrained only by cocoa nib; especially creamy, rich mouthfeel.Explore Similar CoffeesClick here for more reviews from Big Shoulders CoffeeClick here for more information about coffees from GuatemalaVisit Big Shoulders Coffee ",27.0
https://www.coffeereview.com/review/ethiopia-natural-guji-blue-donkey-23/,94,Kakalove Cafe,Ethiopia Natural Guji Blue Donkey 23,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,NT $325/8 ounces,August 2023,58/76,9.0,9.0,9.0,9.0,8.0,"High-toned, fruit-driven. Mulberry, cocoa nib, tangerine zest, pink peppercorn, agave syrup in aroma and cup. Sweetly tart structure with juicy-bright acidity; viscous, velvety mouthfeel. The finish consolidates to notes of mulberry and tangerine zest with undertones of pink peppercorn.","Guji is nestled next to the better-known Yirgacheffe and Sidamo growing regions; it shares their devotion to the distinctive, largely indigenous varieties of Arabica long grown in these regions. This is a “natural” or dry-processed version (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",A uniquely composed cup — think mulberry and pink peppercorn — with a crisp cocoa throughline.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ,15.6
https://www.coffeereview.com/review/marios-classic-espresso-single-origin-el-salvador/,93,RamsHead Coffee Roasters,Mario’s Classic Espresso Single-Origin El Salvador,"Livingston, Montana","Santo Tomas, El Salvador",Medium-Light,$17.50/12 ounces,August 2023,54/70,9.0,,8.0,9.0,8.0,"Evaluated as espresso. Richly sweet, spice-toned. Dark caramel, clove, black cherry, magnolia, lemon verbena in aroma and small cup. Crisp, satiny mouthfeel; caramel-toned finish with magnolia undertones. In cappuccino format, caramel and clove take center stage with support from lemon verbena.","Produced by Mario Valiente of Calera Specialty Coffee Farm, and processed by the traditional washed method (fruit skin and pulp removed before drying). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A harmonious, integrated washed El Salvador, roasted for espresso applications, characterized by rich caramel, dark stone fruit and warming spices.Explore Similar CoffeesClick here for more reviews from RamsHead Coffee RoastersClick here for more information about coffees from El SalvadorVisit RamsHead Coffee Roasters ",17.5
https://www.coffeereview.com/review/ecuador-maputo-honey/,93,Big Shoulders Coffee,Ecuador Maputo Honey,"Chicago, Illinois","Pichincha, Ecuador",Medium-Light,$62.00/8 ounces,August 2023,61/77,9.0,8.0,9.0,9.0,8.0,"Delicately fruit-toned. Sweetly herbaceous. Lychee, star anise, lemon balm, oak, freesia in aroma and cup. Gentle, round acidity; full, syrupy-smooth mouthfeel. Finish consolidates to lychee and anise.","Produced by Henry and Verena Gaibor of Finca Maputo, from trees of the Typica Mejorado variety of Arabica, and processed by the honey method, in which some fruit flesh is left on the beans during the drying process. Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.",An inviting honey-processed Ecuador that leads with tropical fruit and spicy floral notes with spice undertones. Explore Similar CoffeesClick here for more reviews from Big Shoulders CoffeeClick here for more information about coffees from EcuadorVisit Big Shoulders Coffee ,93.0
https://www.coffeereview.com/review/ethiopia-natural-yirgacheffe-worka-nenke-abraham-mengiste/,94,Kakalove Cafe,Ethiopia Natural Yirgacheffe Worka Nenke Abraham Mengiste,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Medium-Light,NT $290/8 ounces,August 2023,60/78,9.0,9.0,9.0,9.0,8.0,"Delicate, richly complex. Narcissus, raspberry, cocoa nib, cedar, myrrh in aroma and cup. Richly sweet structure with bright, balanced acidity; elegant, silky mouthfeel. Floral finish with a cocoa throughline.","Produced by smallholding farmers near the Abraham Mengiste Washing Station, of heirloom varietals long grown in the region, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Powerfully elegant, this floral-toned natural-processed Ethiopia is rich-toned and multi-layered, supported by berry and myrrh.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ",13.92
https://www.coffeereview.com/review/ethiopia-koke/,95,Roadmap CoffeeWorks,Ethiopia Koke,"Lexington, Virginia","Yirgacheffe growing region, south-central Ethiopia",Light,$23.00/12 ounces,August 2023,62/80,9.0,9.0,9.0,9.0,9.0,"Fruit-driven, richly cocoa-toned. Nectarine, dark chocolate, violet, pink grapefruit zest, graphite in aroma and cup. Sweetly tart acidity; very full, viscous mouthfeel. Resonant, long, flavor-saturated finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional landrace varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.  ","A high-toned, deep, complex washed Ethiopia with pretty stone fruit and rich chocolate notes and an especially saturated finish.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from EthiopiaVisit Roadmap CoffeeWorks ",23.0
https://www.coffeereview.com/review/panama-florsa-100-geisha-fw-1600/,95,Lee Dong Coffee,Panama Florsa 100 Geisha FW 1600+,"Taichung, Taiwan","Boquete growing region, Panama",Light,NT $450/227 grams,August 2023,65/81,9.0,9.0,9.0,9.0,9.0,"Bright sweet, citrus-toned. Bergamot, bay leaf, cocoa nib, narcissus, sandalwood in aroma and cup. Juicy, sparkling acidity; plush, syrupy mouthfeel. Long, resonant, flavor-laden finish.","Produced from trees of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Lee Dong Coffee is a specialty coffee roaster and cafe in Taichung, Taiwan. Visit www.facebook.com/LiDongcoffee/ for more information.","A classic Panama Geisha cup with notes of complex citrus (bergamot), spice-toned florals, and a cocoa nib throughline — deep-toned and multi-layered.Explore Similar CoffeesClick here for more reviews from Lee Dong CoffeeClick here for more information about coffees from Panama ",21.58
https://www.coffeereview.com/review/ethiopia-bench-maji-gesha-winey-natural-g1/,94,Lee Dong Coffee,Ethiopia Bench Maji Gesha Winey Natural G1,"Taichung, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,NT $310/227 grams,August 2023,60/77,9.0,9.0,9.0,9.0,8.0,"Complexly fruit-toned, sweetly fermenty. Star jasmine, strawberry, cocoa nib, bay leaf, wine barrel in aroma and cup. Juicy-bright acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of cocoa-toned strawberry and a hint of wine barrel.","Produced in the Bench-Maji Zone of southern Ethiopia, entirely of the Gesha variety of Arabica, and processed by the natural method (dried in the whole fruit). Lee Dong Coffee is a specialty coffee roaster and cafe in Taichung, Taiwan. Visit www.facebook.com/LiDongcoffee/ for more information.","A gently and intentionally fermenty Ethiopia Gesha with floral and berry notes at its heart, supported by crisp cocoa nib tones.Explore Similar CoffeesClick here for more reviews from Lee Dong CoffeeClick here for more information about coffees from Ethiopia ",14.87
